Unidad Primaria de Muestreo,Vivienda seleccionada,Consecutivo del hogar en la vivienda,Consecutivo del residente habitual miembro del hogar,,Clave Llave única para cada migrante internacional delcalrado en el hogar en la base (UPM+VIV_SEL+HOGAR+N_REN),Clave única de identificación del hogar (UPM+VIV_SEL+ HOGAR),Clave única de identificación de la vivienda (UPM+VIV_SEL+HOGAR),Clave de Entidad Federativa de levantamiento de la información,Clave de tamaño de localidad,"P4.4 Cuando (NOMBRE) se fue la última vez, ¿vivía con ustedes?",P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?,P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?  (Otra entidad),P4.5 ¿En qué estado de la República Mexicana o país nació (NOMBRE)?  (Otro país),P4.6 (NOMBRE) es hombre o mujer,P4.7 ¿Qué es (NOMBRE) de la jefa o jefe del hogar?,P4.7 ¿Qué es (NOMBRE) de la jefa o jefe del hogar? (Otro parentesco),"P4.8 La última vez que (NOMBRE) se fue, ¿cuántos años cumplidos tenía?","P4.9 La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía?","P4.9 La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía? (Otra entidad)",P4.10 ¿En qué mes y año se fue a vivir (NOMBRE) a otro país la última vez? (Mes),P4.10 ¿En qué mes y año se fue a vivir (NOMBRE) a otro país la última vez? (Año),P4.11 ¿A qué país se fue (NOMBRE) la última vez?,P4.11 ¿A qué país se fue (NOMBRE) la última vez? (Otro país),P4.12 ¿A qué estado de EUA llegó (NOMBRE) a vivir (la última vez)?,P4.12C ¿A qué estado de EUA llegó (NOMBRE) a vivir (la última vez)? (Otro estado),"P4.13 Cuando (NOMBRE) se fue la última vez, ¿qué tipo de documento llevaba?",P4.14 ¿Cuál fue el motivo principal por el que (NOMBRE) se fue la última vez?,P4.14A ¿Se fue a buscar trabajo? ¿Con trabajo?,,P4.15 ¿En qué país vive actualmente (NOMBRE)?,P4.15 ¿En qué país vive actualmente (NOMBRE)? (Otro país),P4.16 ¿En qué estado de EUA vive actualmente (NOMBRE)?,,"P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía?","P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía? (Otro estado)","P4.17 Cuando (NOMBRE) se regresó a México, ¿en qué estado de EUA o país vivía? (Otro país)",P4.18 ¿En qué mes y año regresó (NOMBRE) a vivir a la República Mexicana? (Mes),P4.18 ¿En qué mes y año regresó (NOMBRE) a vivir a la República Mexicana? (Año),P4.19 ¿Cuál fue el motivo principal por el que (NOMBRE) se regresó?,P4.19 ¿Cuál fue el motivo principal por el que (NOMBRE) se regresó? (Otro motivo),P4.20 (NOMBRE) actualmente forma parte de este hogar?,P4.20 Número de renglón en la lista de personas,Factor de expansión a nivel vivienda,"Tamaño de localidad, segunda agrupación","Tamaño de localidad, tercera agrupación",P4.8.AG1 Edad al emigrar ( grupos quinquenales),P4.8.AG2 Edad al emigrar por grandes grupos,Condición de tenencia de documento para ingresar a EUA,Condición de retorno a México,Duración de migración (en meses),Duración de migración (agrupado),Estrato sociodemográfico,Estrato de diseño muestral,Unidad Primaria de Muestreo
1104478,1,1,4,110448000000.0,110448000000.0,1104478011,110447801,Guanajuato,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Guanajuato,,Hombre,Hija(o),,10,"Aquí, en este estado",,Agosto,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para residir,Estudiar,,,2,,,,California,,,Junio,2016.0,Terminó estudios,,Sí,3.0,842,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,10 a 14 años,00 a 17 años,Con documento,Retornó,34.0,De un año a 3 años,Alto,175,5492
2001906,5,1,1,200191000000.0,200191000000.0,2001906051,200190605,Oaxaca,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Oaxaca,,Hombre,Jefa(e),,35,"Aquí, en este estado",,Agosto,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Permiso para residir,Buscar trabajo o trabajar,,,2,,,,California,,,Noviembre,2013.0,Reunirse con la familia,,Sí,1.0,278,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,35 a 39 años,30 a 59 años,Con documento,Retornó,3.0,Menos de un año,Medio bajo,348,9387
3003843,4,1,1,300384000000.0,300384000000.0,3003843041,300384304,Veracruz de Ignacio de la Llave,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Veracruz de Ignacio de la Llave,,Hombre,Jefa(e),,40,En otro estado,Ciudad de México,Fecha de emigración no especificada,9999,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,TENNESSEE,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,Otro estado,TENNESSEE,,No sabe,2016.0,Reunirse con la familia,,Sí,1.0,699,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,40 a 44 años,30 a 59 años,Con documento,Retornó,99.0,No especificado,Medio alto,537,14148
1261081,18,1,4,126108000000.0,,1261081181,126108118,Guerrero,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Guerrero,,Hombre,Hija(o),,27,"Aquí, en este estado",,Diciembre,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Florida,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Florida,FLORIDA,,,,,,,,,,373,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Sin documento,No retornó,,,Bajo,215,5997
1800390,4,1,1,180039000000.0,180039000000.0,1800390041,180039004,Nayarit,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Nayarit,,Hombre,Nuera/yerno,,24,"Aquí, en este estado",,Junio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,GEORGIA,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,Otro estado,GEORGIA,,Agosto,2018.0,Falta de trabajo,,Sí,3.0,148,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Con documento,Retornó,2.0,Menos de un año,Medio bajo,316,8324
2605500,15,1,1,260550000000.0,,2605500151,260550015,Sonora,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Sonora,,Mujer,Otro,Suegra o suegro,51,"Aquí, en este estado",,Marzo,2015,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Arizona,,Visa de turista,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Arizona,ARIZONA,,,,,,,,,,295,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,50 a 54 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,470,12533
1100253,5,1,1,110025000000.0,110025000000.0,1100253051,110025305,Guanajuato,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Guanajuato,,Hombre,Jefa(e),,67,"Aquí, en este estado",,Febrero,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Es ciudadano(a) estadounidense,Buscar trabajo o trabajar,,,2,,,,Texas,,,Mayo,2018.0,Reunirse con la familia,,Sí,1.0,576,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,65 a 69 años,60 y más años,Con documento,Retornó,15.0,De un año a 3 años,Medio bajo,181,5280
3100206,4,1,1,310021000000.0,,3100206041,310020604,Yucatán,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Yucatán,,Hombre,Hija(o),,23,"Aquí, en este estado",,Septiembre,2013,Otro país,REPUBLICA FEDERAL DE ALEMANIA,,,,Buscar trabajo o trabajar,,,3,REPUBLICA FEDERAL DE ALEMANIA,,,,,,,,,,,,172,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,,No retornó,,,Medio alto,583,14429
300039,4,1,1,30003904101.0,,300039041,30003904,Baja California Sur,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Baja California Sur,,Hombre,Hija(o),,30,"Aquí, en este estado",,Octubre,2015,Otro país,REINO DE ESPAÑA,,,,Estudiar,,,3,REINO DE ESPAÑA,,,,,,,,,,,,71,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,,No retornó,,,Medio alto,37,1204
100837,4,1,1,10083704101.0,10083704102.0,100837041,10083704,Aguascalientes,Localidad de 100 000 y más habitantes,Sí,En Estados Unidos de América,,,Hombre,Hija(o),,16,"Aquí, en este estado",,Julio,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,KANSAS,Es ciudadano(a) estadounidense,Buscar trabajo o trabajar,,,2,,,,Otro estado,KANSAS,,Noviembre,2016.0,Reunirse con la familia,,Sí,2.0,110,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,15 a 19 años,18 a 29 años,Con documento,Retornó,4.0,Menos de un año,Medio alto,2,194
100813,4,1,1,10081304101.0,10081304101.0,100813041,10081304,Aguascalientes,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Aguascalientes,,Hombre,Jefa(e),,64,"Aquí, en este estado",,Agosto,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Permiso para residir,Reunirse con la familia,,,2,,,,Texas,,,Septiembre,2017.0,Reunirse con la familia,,Sí,1.0,98,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,60 a 64 años,60 y más años,Con documento,Retornó,1.0,Menos de un año,Medio alto,2,188
1908057,2,1,1,190806000000.0,190806000000.0,1908057021,190805702,Nuevo León,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Nuevo León,,Hombre,Hija(o),,16,"Aquí, en este estado",,Enero,2014,Otro país,CANADA,,,,Estudiar,,,2,,,,Otro país,,CANADA,Julio,2014.0,Terminó estudios,,Sí,3.0,440,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,15 a 19 años,18 a 29 años,,Retornó,6.0,Menos de un año,Alto,330,9073
1102467,3,1,1,110247000000.0,,1102467031,110246703,Guanajuato,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Guanajuato,,Hombre,Hija(o),,23,"Aquí, en este estado",,Mayo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,OHIO,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,OHIO,,,,,,,,,,468,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,173,5384
3002641,1,1,2,300264000000.0,,3002641011,300264101,Veracruz de Ignacio de la Llave,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Veracruz de Ignacio de la Llave,,Hombre,Hija(o),,21,"Aquí, en este estado",,Junio,2016,Otro país,REPUBLICA FEDERAL DE ALEMANIA,,,,Estudiar,,,3,REPUBLICA FEDERAL DE ALEMANIA,,,,,,,,,,,,827,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,,No retornó,,,Alto,544,14102
500628,3,1,1,50062803101.0,50062803103.0,500628031,50062803,Coahuila de Zaragoza,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Coahuila de Zaragoza,,Hombre,Hija(o),,23,"Aquí, en este estado",,Octubre,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Nueva York,,Visa de estudiante,Estudiar,,,2,,,,Otro estado,NEW JERSEY,,Octubre,2017.0,Terminó estudios,,Sí,3.0,222,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Con documento,Retornó,12.0,De un año a 3 años,Alto,79,2092
300327,3,1,1,30032703101.0,30032703101.0,300327031,30032703,Baja California Sur,Localidad de 100 000 y más habitantes,Sí,En otro estado,Ciudad de México,,Hombre,Jefa(e),,32,"Aquí, en este estado",,Febrero,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,MINNESOTA,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,2,,,,Otro estado,MINNESOTA,,Mayo,2018.0,Falta de trabajo,,Sí,1.0,84,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,Con documento,Retornó,3.0,Menos de un año,Alto,38,1324
1911028,19,1,1,191103000000.0,191103000000.0,1911028191,191102819,Nuevo León,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Nuevo León,,Hombre,Jefa(e),,32,"Aquí, en este estado",,Julio,2015,Otro país,REPUBLICA DE NICARAGUA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,REPUBLICA DE NICARAGUA,Enero,2016.0,Falta de trabajo,,Sí,1.0,356,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,,Retornó,6.0,Menos de un año,Medio alto,340,9253
2301167,2,1,1,230117000000.0,,2301167021,230116702,Quintana Roo,Localidad de 100 000 y más habitantes,Sí,En otro estado,Ciudad de México,,Hombre,Hija(o),,22,"Aquí, en este estado",,Abril,2018,Otro país,CANADA,,,,Estudiar,,,3,CANADA,,,,,,,,,,,,234,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,,No retornó,,,Alto,402,10674
3002578,2,1,1,300258000000.0,300258000000.0,3002578021,300257802,Veracruz de Ignacio de la Llave,Localidad de 100 000 y más habitantes,Sí,En otro estado,Puebla,,Hombre,Hija(o),,30,"Aquí, en este estado",,Septiembre,2017,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Visa de turista,Reunirse con la familia,,,2,,,,California,,,Noviembre,2017.0,Otro motivo,Vencimiento de autorización migratoria,Sí,3.0,665,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,Con documento,Retornó,2.0,Menos de un año,Medio bajo,542,14099
1801264,5,1,1,180126000000.0,,1801264051,180126405,Nayarit,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Nayarit,,Hombre,Nuera/yerno,,24,"Aquí, en este estado",,Junio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,TENNESSEE,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,TENNESSEE,,,,,,,,,,159,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Con documento,No retornó,,,Medio alto,322,8492
761057,18,1,1,76105718101.0,,761057181,76105718,Chiapas,Localidad menor de 2 500 habitantes,Sí,En Estados Unidos de América,,,Hombre,Hija(o),,19,"Aquí, en este estado",,Julio,2015,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,OKLAHOMA,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,OKLAHOMA,,,,,,,,,,421,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,15 a 19 años,18 a 29 años,Sin documento,No retornó,,,Bajo,126,3413
761057,18,1,2,76105718102.0,,761057181,76105718,Chiapas,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Chiapas,,Hombre,Hija(o),,19,"Aquí, en este estado",,Agosto,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,OKLAHOMA,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,OKLAHOMA,,,,,,,,,,421,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,15 a 19 años,18 a 29 años,Sin documento,No retornó,,,Bajo,126,3413
1200668,5,1,1,120067000000.0,,1200668051,120066805,Guerrero,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Guerrero,,Mujer,Hija(o),,21,"Aquí, en este estado",,Julio,2018,Otro país,ESTADO DE ISRAEL,,,,Estudiar,,,3,ESTADO DE ISRAEL,,,,,,,,,,,,328,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,,No retornó,,,Medio bajo,198,5728
2800213,3,1,1,280021000000.0,,2800213031,280021303,Tamaulipas,Localidad de 100 000 y más habitantes,Sí,"Aquí, en este estado",Tamaulipas,,Hombre,Hija(o),,20,"Aquí, en este estado",,Febrero,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Florida,,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Florida,FLORIDA,,,,,,,,,,252,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,20 a 24 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,493,12918
2606623,4,1,2,260662000000.0,,2606623041,260662304,Sonora,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Sonora,,Mujer,Otro,Madre o padre,54,"Aquí, en este estado",,Agosto,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Es ciudadano(a) estadounidense,Reunirse con la familia,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,300,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,50 a 54 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,474,12568
1060139,2,1,1,106014000000.0,,1060139021,106013902,Durango,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Durango,,Hombre,Hija(o),,22,"Aquí, en este estado",,Mayo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,WASHINGTON,,,,,,,,,,109,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,20 a 24 años,18 a 29 años,Con documento,No retornó,,,Bajo,170,5234
1360881,6,1,1,136088000000.0,136088000000.0,1360881061,136088106,Hidalgo,Localidad menor de 2 500 habitantes,Sí,En Estados Unidos de América,,,Mujer,Hija(o),,16,"Aquí, en este estado",,Agosto,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Otro documento,Estudiar,,,2,,,,Texas,,,Junio,2015.0,Reunirse con la familia,,Sí,7.0,217,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,15 a 19 años,18 a 29 años,Con documento,Retornó,10.0,Menos de un año,Bajo,232,6269
1301350,12,1,1,130135000000.0,,1301350121,130135012,Hidalgo,Localidad de 15 000 a 99 999 habitantes,Sí,"Aquí, en este estado",Hidalgo,,Mujer,Nuera/yerno,,34,"Aquí, en este estado",,Marzo,2016,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Visa de turista,Reunirse con la familia,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,249,Localidad Urbana (2 500 y más habitantes),Localidad de 15 000 y más habitantes,30 a 34 años,30 a 59 años,Con documento,No retornó,,,Medio bajo,229,6138
2960108,12,1,1,296011000000.0,296011000000.0,2960108121,296010812,Tlaxcala,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Tlaxcala,,Hombre,Jefa(e),,52,"Aquí, en este estado",,Junio,2014,Otro país,CANADA,,,,Buscar trabajo o trabajar,,,2,,,,Otro país,,CANADA,Diciembre,2014.0,Otro motivo,Otro motivo,Sí,1.0,97,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,50 a 54 años,30 a 59 años,,Retornó,6.0,Menos de un año,Medio bajo,535,13984
2960108,17,1,1,296011000000.0,,2960108171,296010817,Tlaxcala,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Tlaxcala,,Hombre,Esposa(o) o compañera(o),,45,"Aquí, en este estado",,Febrero,2018,Otro país,CANADA,,,,Buscar trabajo o trabajar,,,3,CANADA,,,,,,,,,,,,97,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,45 a 49 años,30 a 59 años,,No retornó,,,Medio bajo,535,13984
1260185,5,1,1,126019000000.0,,1260185051,126018505,Guerrero,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Guerrero,,Hombre,Esposa(o) o compañera(o),,31,"Aquí, en este estado",,Febrero,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Illinois,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Illinois,ILLINOIS,,,,,,,,,,336,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Sin documento,No retornó,,,Bajo,215,5959
2504831,2,1,1,250483000000.0,,2504831021,250483102,Sinaloa,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Sinaloa,,Hombre,Hija(o),,14,"Aquí, en este estado",,Julio,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,COLORADO,Es ciudadano(a) estadounidense,Estudiar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,COLORADO,,,,,,,,,,255,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,10 a 14 años,00 a 17 años,Con documento,No retornó,,,Medio bajo,446,11962
1260303,4,1,1,126030000000.0,,1260303041,126030304,Guerrero,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Guerrero,,Hombre,Hija(o),,999,"Aquí, en este estado",,Mayo,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,No sabe,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,224,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,Edad no especificada,NE Edad al emigrar,No sabe,No retornó,,,Bajo,215,5963
2760649,1,1,3,276065000000.0,,2760649011,276064901,Tabasco,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Tabasco,,Hombre,Hija(o),,20,"Aquí, en este estado",,Enero,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Texas,TEXAS,,,,,,,,,,183,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,20 a 24 años,18 a 29 años,Sin documento,No retornó,,,Bajo,490,12857
2202469,10,1,1,220247000000.0,,2202469101,220246910,Querétaro,Localidad de 2 500 a 14 999 habitantes,Sí,En Estados Unidos de América,,,Mujer,Hija(o),,24,"Aquí, en este estado",,Fecha de emigración no especificada,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Es ciudadano(a) estadounidense,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Texas,TEXAS,,,,,,,,,,125,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,20 a 24 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,394,10332
560037,12,1,1,56003712101.0,,560037121,56003712,Coahuila de Zaragoza,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Coahuila de Zaragoza,,Hombre,Hija(o),,42,En otro estado,Chihuahua,Fecha de emigración no especificada,2015,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Texas,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Texas,TEXAS,,,,,,,,,,250,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,40 a 44 años,30 a 59 años,Sin documento,No retornó,,,Medio bajo,93,2582
601508,9,1,1,60150809101.0,,601508091,60150809,Colima,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Colima,,Hombre,Esposa(o) o compañera(o),,30,"Aquí, en este estado",,Marzo,2014,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,ESTADO DE EEUU NO ESPECIFICADO,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,ESTADO DE EEUU NO ESPECIFICADO,,,,,,,,,,67,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,30 a 34 años,30 a 59 años,Sin documento,No retornó,,,Medio bajo,102,3125
1108910,11,1,1,110891000000.0,,1108910111,110891011,Guanajuato,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Guanajuato,,Hombre,Otro,Cuñada o cuñado,45,"Aquí, en este estado",,Fecha de emigración no especificada,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Florida,,Ningún documento,Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Florida,FLORIDA,,,,,,,,,,363,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,45 a 49 años,30 a 59 años,Sin documento,No retornó,,,Medio bajo,194,5619
1108910,13,1,1,110891000000.0,,1108910131,110891013,Guanajuato,Localidad de 2 500 a 14 999 habitantes,Sí,"Aquí, en este estado",Guanajuato,,Hombre,Hija(o),,26,"Aquí, en este estado",,Fecha de emigración no especificada,2013,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,California,,Es ciudadano(a) estadounidense,Reunirse con la familia,,,1,ESTADOS UNIDOS DE AMERICA,California,CALIFORNIA,,,,,,,,,,363,Localidad Urbana (2 500 y más habitantes),Localidad menor de 15 000 habitantes,25 a 29 años,18 a 29 años,Con documento,No retornó,,,Medio bajo,194,5619
1561157,20,1,4,156116000000.0,,1561157201,156115720,Estado de México,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Estado de México,,Hombre,Hija(o),,18,"Aquí, en este estado",,Marzo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,PENNSYLVANIA,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,PENNSYLVANIA,,,,,,,,,,1334,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,15 a 19 años,18 a 29 años,Con documento,No retornó,,,Bajo,273,7397
1561157,20,1,1,156116000000.0,,1561157201,156115720,Estado de México,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Estado de México,,Hombre,Esposa(o) o compañera(o),,49,"Aquí, en este estado",,Marzo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,PENNSYLVANIA,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,PENNSYLVANIA,,,,,,,,,,1334,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,45 a 49 años,30 a 59 años,Con documento,No retornó,,,Bajo,273,7397
1561157,20,1,2,156116000000.0,,1561157201,156115720,Estado de México,Localidad menor de 2 500 habitantes,Sí,"Aquí, en este estado",Estado de México,,Hombre,Hija(o),,24,"Aquí, en este estado",,Marzo,2018,Estados Unidos de América,ESTADOS UNIDOS DE AMERICA,Otro estado,PENNSYLVANIA,Permiso para trabajar (green card),Buscar trabajo o trabajar,,,1,ESTADOS UNIDOS DE AMERICA,Otro estado,PENNSYLVANIA,,,,,,,,,,1334,Localidad Rural (menos de 2 500 habitantes),Localidad menor de 15 000 habitantes,20 a 24 años,18 a 29 años,Con documento,No retornó,,,Bajo,273,7397
